tipo,fecha,id_tuit,id_conversacion,cuenta_origen,texto,referencia_anuncio,likes,rts
MENCION_DIRECTA,2026-03-15 00:38:37+00:00,2032979749518119214,2032915822214099264,FestivalesGCBA,"@FerLamasRR @gcba @SuperTC2000 @YPFoficial @YPFServiclub @Campeonesnet @mvelocidadok @tcmemes_ @Posicion1tv @FestivalesGCBA @SobreRuedas_Ok Había mucha gente, justo mostrás sector que no hay nadie. Y lo digo porque estuve en las tribunas. No sean mala leche con una categoría que se está recuperando",,5,0
MENCION_DIRECTA,2026-03-17 10:39:32+00:00,2033855750305390821,2033587521649598864,datacultura,@GiDavidswright @LordMurielo Seguí las redes del Ministerio de Cultura (@datacultura en X y @bacultura en IG) https://t.co/jNtYivN6UW,,1,0
MENCION_DIRECTA,2026-03-17 06:10:24+00:00,2033788017953943983,2033788017953943983,datacultura,"Espero el acercamiento y colaboración para la pronta recuperación de ""MARTIN REA"" #martinrea un trabajador incansable de la música y la cultura, espero que productoras, artistas y todos los espacios donde dejo su marca puedan aportar su granito de arena. @datacultura",,2,0
MENCION_DIRECTA,2026-03-17 00:01:08+00:00,2033695092469346518,2033274410442883328,datacultura,@herlombardi @rliesegang @jorgemacri @gabiricardes @datacultura La mejor Ciudad del mundo. #GestiónPRO,,1,1
MENCION_DIRECTA,2026-03-16 23:00:57+00:00,2033679947026309416,2033274410442883328,datacultura,"@herlombardi @jorgemacri @gabiricardes @datacultura ¿Más linda del mundo? Con un olor a pis embriagador, con líneas de bondis de CABA que no circulan más. Tránsito, subtes, señalización desastrosos. Ciudad para gente de 14 a 45 años y sin problemas de movilidad física. Vacunarse es imposible. @MarguiCej https://t.co/sF3fqMmAXM",,0,0
MENCION_DIRECTA,2026-03-16 19:09:38+00:00,2033621730976043106,2033274410442883328,datacultura,@herlombardi @jorgemacri @gabiricardes @datacultura Che gordo vos no podes caminar sin custodia,,0,0
MENCION_DIRECTA,2026-03-16 18:48:00+00:00,2033616289017565589,2033274410442883328,datacultura,@herlombardi @jorgemacri @gabiricardes @datacultura jajajajaja Daaaaa!,,0,0
MENCION_DIRECTA,2026-03-16 00:51:25+00:00,2033345356444926239,2033274410442883328,datacultura,"@herlombardi @jorgemacri @gabiricardes @datacultura Ni es la ciudad más linda del mundo, y nunca olviden que éste vil tipo esconde lo que él considera basura debajo de las alfombras!",,0,0
MENCION_DIRECTA,2026-03-15 22:57:10+00:00,2033316606567121399,2033274410442883328,datacultura,@herlombardi @jorgemacri @gabiricardes @datacultura Bajen impuestos en lugar de tirar la plata en shows ped0rr0s,,2,0
MENCION_DIRECTA,2026-03-15 21:15:56+00:00,2033291127701246017,2033274410442883328,datacultura,"@herlombardi @jorgemacri @gabiricardes @datacultura Linda??? Anda a Constitución caradura, lleno de droga, fisuras y mugre!",,0,0
MENCION_DIRECTA,2026-03-15 20:28:34+00:00,2033279208026198292,2033274410442883328,datacultura,@herlombardi @jorgemacri @gabiricardes @datacultura Se debe mejorar la seguridad en estaciones de subte y en ciertas zonas del centro  con presencia de gente en muy mal estado.,,1,0
MENCION_DIRECTA,2026-03-15 20:19:41+00:00,2033276971342319796,2033274410442883328,datacultura,@herlombardi @jorgemacri @gabiricardes @datacultura La Ciudad que no Duerme!!,,0,0
MENCION_DIRECTA,2026-03-15 20:09:30+00:00,2033274410442883328,2033274410442883328,datacultura,Increíble fin de semana en la Ciudad más linda del mundo. @jorgemacri  @gabiricardes  @datacultura https://t.co/DVvCPXHYRM,,324,117
MENCION_DIRECTA,2026-03-15 03:36:42+00:00,2033024565069177272,2033024565069177272,datacultura,"¡Feliz cumple 80, Orquesta Filarmónica de Buenos Aires! 🎻📯🎈🧡 Exquisito regalo nos hiciste hoy  🎁 🎶 👏👏  Multitud en sillas, reposeras, de dorapa, a la orilla del lago, pogo, baile, chori, mate, Beethoven a Piazzolla  Inmenso cielo @planetarioBA❤️ @datacultura @TeatroColon https://t.co/D8CX9pPcrp https://t.co/GzF3AV9nrS",,1,0
MENCION_DIRECTA,2026-03-15 03:32:48+00:00,2033023580523426223,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Fuera negros de Argentina!,,0,0
MENCION_DIRECTA,2026-03-15 03:32:04+00:00,2033023398075576655,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Quieen instaurar que somos discriminadores, quieren vetar nuestros chistes y humor cultural para preparar la ola de musulmonos que quieren traer al pais, comenzo en once con los negros, la mierda de pamela david es una de las voceras de ese movimiento y esa negra del video, tb",,0,0
MENCION_DIRECTA,2026-03-15 03:22:12+00:00,2033020916158914704,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura con 300000 judios aca metidos en todos lados esta agenda anti-blancos es imparable..,,0,0
MENCION_DIRECTA,2026-03-15 03:13:06+00:00,2033018623330013560,2032900679858041325,datacultura,@VeronicaCu74695 @ossarrof @jorgemacri @gricardes @datacultura Qué locura es todo esto.,,0,0
MENCION_DIRECTA,2026-03-15 03:09:04+00:00,2033017608883069216,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura @jorgemacri ya devolmimos a la jungla, a su ambiente natural a esta uruguaya?",,0,0
MENCION_DIRECTA,2026-03-15 03:06:05+00:00,2033016860581462263,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Jajajaja mi país nuestras leyes!! Anda a tu país!!! Vamos a decir lo que se nos antoja!!!,,0,0
MENCION_DIRECTA,2026-03-15 03:02:19+00:00,2033015909413974440,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Es poco serio, no es cierto que se cerró el Inadi para no gastar en esas tonterías? y quién deja esto funcionando el fantasma de Larreta?  》Fomenta más delirantes y 》cosecharás más delirios... Que el sheriff lo cierre. No hay plata. Fin!",,0,0
MENCION_DIRECTA,2026-03-15 02:51:13+00:00,2033013119383896416,2032900679858041325,datacultura,@VeronicaCu74695 @JokiSilverland @jorgemacri @gricardes @datacultura Cuál es ig de la meztisa canosa? Así voy a hacer un poco de bullying,,0,0
MENCION_DIRECTA,2026-03-15 02:49:13+00:00,2033012613366378899,2032900679858041325,datacultura,@VeronicaCu74695 @JokiSilverland @jorgemacri @gricardes @datacultura No queremos musulmonos ni afros. Vayanse a su país.,,0,0
MENCION_DIRECTA,2026-03-15 02:23:55+00:00,2033006247608275393,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura @mauriciomacri @jorgemacri @RAMIROMARRA algo que explicar???,,0,0
MENCION_DIRECTA,2026-03-15 02:06:48+00:00,2033001939269509395,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura No vamos a tolerar esto acá, no importa cuanto lo intenten",,0,0
MENCION_DIRECTA,2026-03-15 01:55:26+00:00,2032999081186926881,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Los verdaderos racistas son los negros.,,0,0
MENCION_DIRECTA,2026-03-15 01:54:58+00:00,2032998964060995810,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Ósea le estamos pagando el sueldo a alguien que opera para generar separatismo Racial en un país que no tiene nada que ver??? Que tibios somos mínimo alguien tiene que pagar el precio político de está Mierda.,,0,0
MENCION_DIRECTA,2026-03-15 01:54:44+00:00,2032998905097458021,2032900679858041325,datacultura,@VeronicaCu74695 @NestorBarb255 @jorgemacri @gricardes @datacultura Y esta señora caribeña viene a nuestro país y desde una casa que le da el gobierno de CABA para hablar mal de los Argentinos ? Exigimos que la deporten de forma inmediata !! @jorgemacri,,0,0
MENCION_DIRECTA,2026-03-15 01:49:24+00:00,2032997562555191675,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura ""Chagas ""es una enfermedad y tenemos derecho a no ser infectados con ella.",,1,0
MENCION_DIRECTA,2026-03-15 01:47:43+00:00,2032997136921395615,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Tómatela de mi país, sino estás cómoda. Acá no queremos gente que nos diga que hacer.",,0,0
MENCION_DIRECTA,2026-03-15 01:45:17+00:00,2032996525446517161,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Tenemos un pais consolidado cultural y geneticamente del que no forman y nunca formaron parte....a exigir a Africa que aca tenemos que penalizar la inmigracion incompatible.,,0,0
MENCION_DIRECTA,2026-03-15 01:40:44+00:00,2032995378522439964,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura En los comienzos del Kirchnerismo se apropiaron  del edificio.,,0,0
MENCION_DIRECTA,2026-03-15 01:37:41+00:00,2032994613741355462,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Nooo @AguanteCerebro @VecinosCon5633, no vean esto 😅☠️",,0,0
MENCION_DIRECTA,2026-03-15 01:36:34+00:00,2032994332886638950,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Quien es esta? Que pide leyes? Andate a tu pais la concha de tu hermanaaaa,,0,0
MENCION_DIRECTA,2026-03-15 01:33:48+00:00,2032993634501403079,2032900679858041325,datacultura,@VeronicaCu74695 @Domadordescono1 @Owen_LewisKraus @jorgemacri @gricardes @datacultura Te banco.,,1,0
MENCION_DIRECTA,2026-03-15 01:21:48+00:00,2032990615235903768,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Vergüenza ajena,,0,0
MENCION_DIRECTA,2026-03-15 01:10:04+00:00,2032987662253019624,2032900679858041325,datacultura,@VeronicaCu74695 @santypatriota @jorgemacri @gricardes @datacultura Y esta mono??????,,0,0
MENCION_DIRECTA,2026-03-15 01:03:22+00:00,2032985974460858378,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura hay que echarlos a todos y que vayan a laburar!!!! basta de estas lacras,,0,0
MENCION_DIRECTA,2026-03-15 00:57:07+00:00,2032984402720919556,2032900679858041325,datacultura,@VeronicaCu74695 @Abelardo8000 @jorgemacri @gricardes @datacultura Cuando le dio el gobierno de la ciudad fecha año ?,,0,0
MENCION_DIRECTA,2026-03-15 00:49:53+00:00,2032982582040625626,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Que horror por dios. No dejemos avanzar este movimiento nefasto,,0,0
MENCION_DIRECTA,2026-03-15 00:47:00+00:00,2032981855704592853,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura hdp, es la avanzada de la invasion",,0,0
MENCION_DIRECTA,2026-03-15 00:43:48+00:00,2032981053787209735,2032900679858041325,datacultura,"@montielsergiod1 @VeronicaCu74695 @jorgemacri @gricardes @datacultura SI! ABOSLUTAMENTE RESTRICTIVAS. 1º Pague salud, educación, calles, seguridad. 2º Todo gasto social se financia con un impuesto con nombre claro, por ejemplo: PAGO DE LA COMIDA DE LA MONA NEGRA y ahí vemos cuántos pagan el impuesto o se quejan",,0,0
MENCION_DIRECTA,2026-03-15 00:42:02+00:00,2032980606821204035,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Fuera!!,,0,0
MENCION_DIRECTA,2026-03-15 00:39:01+00:00,2032979847962640742,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura @RAMIROMARRA  @RAMIROMARRA TENÉS QUE SER EL PRÓXIMO GOBERNADORR, SACALOS A ESTOS HDP ,CON ARGENTINA NO SE JODE Q LES QUEDE CLAROO🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷",,2,1
MENCION_DIRECTA,2026-03-15 00:32:35+00:00,2032978228957127063,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Esta negra busca justicia y no respeto,  nunca serán aceptados",,0,0
MENCION_DIRECTA,2026-03-15 00:29:22+00:00,2032977418005225676,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Nunca un chino, coreano, incluso ni los bolivianos los ves lloriqueando por la raza. Siempre estos que ni son 4 y ya están rompiendo los huevos",,0,0
MENCION_DIRECTA,2026-03-15 00:22:05+00:00,2032975586809741666,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura Negra de mierda.,,1,0
MENCION_DIRECTA,2026-03-15 00:21:12+00:00,2032975366499811742,2032900679858041325,datacultura,"@VeronicaCu74695 @jorgemacri @gricardes @datacultura Que chota hace esa negra en Argentina? Si no le gusta la Argentina para q vino a vivir acá? Estos funden sus países con su cultura, huyen a un país mejor hasta que lo joden también con su cultura y así van jodiendo todo lo que tocan. La única ley q si necesitamos no le convendría",,1,0
MENCION_DIRECTA,2026-03-15 00:19:35+00:00,2032974958016835911,2032900679858041325,datacultura,@VeronicaCu74695 @jorgemacri @gricardes @datacultura si no le gusta que se vuelva del país de negros del que vino,,0,0
MENCION_DIRECTA,2026-03-15 00:18:58+00:00,2032974803108274556,2032900679858041325,datacultura,"@VeronicaCu74695 @santypatriota @jorgemacri @gricardes @datacultura @jorge espero que esto no sea verdad? Si es así espérelo que actúe y los desalojen. Si quieren bajar línea que usen la suya no la mía. A mi tía negra le voy q seguir diciendo negra y a la mona Giménez le voy a seguir diciendo mona, si no les gusta que se vuelva a su país.😘",,1,1
MENCION_DIRECTA,2026-03-15 00:12:02+00:00,2032973059049558493,2032900679858041325,datacultura,"@MakeTucuGreat @VeronicaCu74695 @jorgemacri @gricardes @datacultura Si es cierto, pero podrían ser más restrictivas las leyes de presupuesto. Sin tanto margen.",,0,0
ANUNCIO,2026-03-17 21:04:54+00:00,2034013128824852622,2034013128824852622,TeatroColon,"ORQUESTA ESTABLE: BEETHOVEN - BERLIOZ 🎶 El 3/5 a las 17 h, la Orquesta Estable del Teatro Colón abre su Temporada con Alejo Pérez. Interpretarán la Sinfonía “Pastoral” de Beethoven y la Sinfonía fantástica de Berlioz.  Entradas en https://t.co/1K3atrHNB7 o boletería del Teatro. https://t.co/M2U28I6v2D",,19,8
ANUNCIO,2026-03-15 13:24:03+00:00,2033172373579419649,2033172373579419649,TeatroColon,"LA FILARMÓNICA DE BUENOS AIRES EN EL PLANETARIO 🎶  Anoche, celebrando su 80.º aniversario, la Filarmónica de Buenos Aires ofreció un concierto gratuito al aire libre en el Planetario, bajo la dirección de Mariano Chiacchiarini.   ¡Gracias a todos por acompañarnos! https://t.co/qFECn5xgBa",,38,16
MENCION_DIRECTA,2026-03-20 19:58:58+00:00,2035083700921094501,2035083700921094501,TeatroColon,Les propongo un sueño @RosaliaInfo_ES presenta su LUX DELUXE en el @TeatroColon https://t.co/3ZbxA8uVVG https://t.co/DF4PTgPC5U,,1,0
MENCION_DIRECTA,2026-03-20 03:23:52+00:00,2034833272920854635,1918812459235704887,TeatroColon,"@Desdemona_jna @TeatroColon Perdona estos son unos simuladores y unos delincuentes,  y como sabrás yo los vote!!gran error. .todos corruptos",,0,0
MENCION_DIRECTA,2026-03-19 17:31:14+00:00,2034684131334832602,2034684131334832602,TeatroColon,"CONCIERTO | Viernes 20 de marzo a las 17:30 en el Salón Dorado del @TeatroColon   Homenaje a la pianista y compositora Hilda Herrera por Nicolás Müller, Andrés Pilar, Lisandro Baum, Gabriel Quiña, Sebastián Gangi y Matías Martino.  Entradas en https://t.co/hUtQbxkHaz o boletería https://t.co/Q6PRXSHWPp",,1,0
